,case_id,IPclass,stat_flags_mean,stat_msg_size_mean,stat_flowDuration_tot,trace_is_fit_TR,trace_fitness_TR,missing_tokens_TR,consumed_tokens_TR,remaining_tokens_TR,produced_tokens_TR,cost_AL,visited_states_AL,queued_states_AL,traversed_arcs_AL,lp_solved_AL,fitness_AL,label
196,217.107.146.21_50809_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
197,217.107.146.21_50810_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
198,217.107.146.21_50811_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
199,217.107.146.21_50812_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
200,217.107.146.21_50813_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
201,217.107.146.21_50814_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
202,217.107.146.21_50815_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
203,217.107.146.21_50816_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
204,217.107.146.21_50817_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
205,217.107.146.21_50818_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
206,217.107.146.21_50819_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
207,217.107.146.21_50820_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
208,217.107.146.21_50821_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
209,217.107.146.21_50822_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
210,217.107.146.21_50823_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
211,217.107.146.21_50824_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
212,217.107.146.21_50825_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
213,217.107.146.21_50826_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
214,217.107.146.21_50827_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
215,217.107.146.21_50828_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
216,217.107.146.21_50829_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
217,217.107.146.21_50830_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
218,217.107.146.21_50831_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
219,217.107.146.21_50832_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
220,217.107.146.21_50833_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
221,217.107.146.21_50834_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
222,217.107.146.21_50835_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
223,217.107.146.21_50836_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
224,217.107.146.21_50837_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
225,217.107.146.21_50838_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
226,217.107.146.21_50839_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
227,217.107.146.21_50840_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
228,217.107.146.21_50841_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
229,217.107.146.21_50842_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
230,217.107.146.21_50843_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
231,217.107.146.21_50844_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
232,217.107.146.21_50845_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
233,217.107.146.21_50846_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
234,217.107.146.21_50847_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
235,217.107.146.21_50848_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
236,217.107.146.21_50849_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
237,217.107.146.21_50850_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
238,217.107.146.21_50851_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
239,217.107.146.21_50852_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
240,217.107.146.21_50853_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
241,217.107.146.21_50854_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
242,217.107.146.21_50855_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
243,217.107.146.21_50856_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
244,217.107.146.21_50857_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
245,217.107.146.21_50858_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
246,217.107.146.21_50859_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
247,217.107.146.21_50860_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
248,217.107.146.21_50861_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
249,217.107.146.21_50862_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
250,217.107.146.21_50863_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
251,217.107.146.21_50864_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
252,217.107.146.21_50865_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
253,217.107.146.21_50866_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
254,217.107.146.21_50867_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
255,217.107.146.21_50868_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
256,217.107.146.21_50869_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
257,217.107.146.21_50870_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
258,217.107.146.21_50871_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
259,217.107.146.21_50872_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
260,217.107.146.21_50873_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
261,217.107.146.21_50874_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
262,217.107.146.21_50875_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
263,217.107.146.21_50876_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
264,217.107.146.21_50877_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
265,217.107.146.21_50878_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
266,217.107.146.21_50879_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
267,217.107.146.21_50880_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
268,217.107.146.21_50881_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
269,217.107.146.21_50882_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
270,217.107.146.21_50883_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
271,217.107.146.21_50884_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
272,217.107.146.21_50885_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
273,217.107.146.21_50886_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
274,217.107.146.21_50887_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
275,217.107.146.21_50888_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
276,217.107.146.21_50889_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
277,217.107.146.21_50890_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
278,217.107.146.21_50891_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
279,217.107.146.21_50892_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
280,217.107.146.21_50893_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
281,217.107.146.21_50894_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
282,217.107.146.21_50895_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
283,217.107.146.21_50896_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
284,217.107.146.21_50897_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
285,217.107.146.21_50898_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
286,217.107.146.21_50899_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
287,217.107.146.21_50900_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
288,217.107.146.21_50901_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
289,217.107.146.21_50902_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
290,217.107.146.21_50903_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
291,217.107.146.21_50904_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
292,217.107.146.21_50905_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
293,217.107.146.21_50906_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
294,217.107.146.21_50907_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
295,217.107.146.21_50908_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
296,217.107.146.21_50909_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
297,217.107.146.21_50910_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
298,217.107.146.21_50911_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
299,217.107.146.21_50912_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
300,217.107.146.21_50913_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
301,217.107.146.21_50914_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
302,217.107.146.21_50915_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
303,217.107.146.21_50916_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
304,217.107.146.21_50917_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
305,217.107.146.21_50918_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
306,217.107.146.21_50919_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
307,217.107.146.21_50920_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
308,217.107.146.21_50921_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
309,217.107.146.21_50922_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
310,217.107.146.21_50923_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
311,217.107.146.21_50924_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
312,217.107.146.21_50925_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
313,217.107.146.21_50926_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
314,217.107.146.21_50927_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
315,217.107.146.21_50928_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
316,217.107.146.21_50929_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
317,217.107.146.21_50930_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
318,217.107.146.21_50931_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
319,217.107.146.21_50932_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
320,217.107.146.21_50933_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
321,217.107.146.21_50934_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
322,217.107.146.21_50935_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
323,217.107.146.21_50936_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
324,217.107.146.21_50937_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
325,217.107.146.21_50938_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
326,217.107.146.21_50939_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
327,217.107.146.21_50940_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
328,217.107.146.21_50941_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
329,217.107.146.21_50942_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
330,217.107.146.21_50943_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
331,217.107.146.21_50944_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
332,217.107.146.21_50945_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
333,217.107.146.21_50946_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
334,217.107.146.21_50947_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
335,217.107.146.21_50948_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
336,217.107.146.21_50949_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
337,217.107.146.21_50950_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
338,217.107.146.21_50951_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
339,217.107.146.21_50952_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
340,217.107.146.21_50953_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
341,217.107.146.21_50954_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
342,217.107.146.21_50955_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
343,217.107.146.21_50956_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
344,217.107.146.21_50957_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
345,217.107.146.21_50958_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
346,217.107.146.21_50959_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
347,217.107.146.21_50960_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
348,217.107.146.21_50961_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
349,217.107.146.21_50962_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
350,217.107.146.21_50963_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
351,217.107.146.21_50964_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
352,217.107.146.21_50965_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
353,217.107.146.21_50966_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
354,217.107.146.21_50967_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
355,217.107.146.21_50968_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
356,217.107.146.21_50969_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
357,217.107.146.21_50970_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
358,217.107.146.21_50971_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
359,217.107.146.21_50972_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
360,217.107.146.21_50973_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
361,217.107.146.21_50974_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
362,217.107.146.21_50975_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
363,217.107.146.21_50976_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
364,217.107.146.21_50977_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
365,217.107.146.21_50978_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
366,217.107.146.21_50979_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
367,217.107.146.21_50980_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
368,217.107.146.21_50981_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
369,217.107.146.21_50982_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
370,217.107.146.21_50983_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
371,217.107.146.21_50984_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
372,217.107.146.21_50985_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
373,217.107.146.21_50986_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
374,217.107.146.21_50987_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
375,217.107.146.21_50988_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
376,217.107.146.21_50989_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
377,217.107.146.21_50990_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
378,217.107.146.21_50991_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
379,217.107.146.21_50992_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
380,217.107.146.21_50993_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
381,217.107.146.21_50994_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
382,217.107.146.21_50995_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
383,217.107.146.21_50996_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
384,217.107.146.21_50997_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
385,217.107.146.21_50998_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
386,217.107.146.21_50999_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
387,217.107.146.21_51000_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
388,217.107.146.21_51001_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
389,217.107.146.21_51002_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
390,217.107.146.21_51003_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
391,217.107.146.21_51004_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
392,217.107.146.21_51005_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
393,217.107.146.21_51006_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
394,217.107.146.21_51007_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
395,217.107.146.21_51008_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
